question,answer1,answer2,spread,rewards_daily_rate,gm_reward_per_100,sm_reward_per_100,bid_reward_per_100,ask_reward_per_100,volatility_sum,volatilty/reward,min_size,1_hour,3_hour,6_hour,12_hour,24_hour,7_day,30_day,best_bid,best_ask,volatility_price,max_spread,tick_size,neg_risk,market_slug,token1,token2,condition_id
Will Joachim Trier be nominated for Best Director at the 98th Academy Awards?,Yes,No,0.1,2,1,1,1,1,77.04,0.01,50,0,0,3.49,5.3,26.51,28.45,17.15,0.53,0.63,0.58,4.5,0.01,FALSE,will-joachim-trier-be-nominated-for-best-director-at-the-98th-academy-awards,111592080980836265720028732837837308208012934841203529185091883726412287446331,45567784439767376224506323887141292493221596963532735916160545973353136927926,0xcdf8cfc2e23b173ccd60d685fae70e49b817b6135830c90bff61592f07a0ce59
Will Bugonia be nominated for Best Picture at the 98th Academy Awards?,Yes,No,0.36,2,1,1,1,1,130.77,0.01,100,63.42,71.6,51.98,40.22,51.86,45.55,24.15,0.41,0.77,0.58,4.5,0.01,FALSE,will-bugonia-be-nominated-for-best-picture-at-the-98th-academy-awards,72852365256184357175000413540003462679778541443285533533592690751897637878988,47971263820124165661582476693485261554582294313581950195269099493635870177372,0x44ffe076ca9613aacdf347388296388c56c03465152de4837492092e7bd40d95
Infinex FDV above $2B one day after launch?,Yes,No,0.01,5,1,1,1.03,0.97,132.16,0.01,50,0,0,0,0,0,66.08,66.08,0.12,0.13,0.12,3.5,0.01,FALSE,infinex-fdv-above-2b-one-day-after-launch,53048740448328081902575741734673077383279216598901403522698148451936764857416,5937031820065655072282573747795886508432525398141056748041414696469661193085,0x5fb43cdb00c936a1da513bff69876508d1caf4c997c565938a4bd45c4b929c97
Will Bernie endorse James Talarico for TX-Sen by Nov 2 2026 ET?,Yes,No,0.14,2,1,1,1,1,71.34,0.01,20,0,0,0,1.48,2.7,40.13,20.03,0.41,0.55,0.48,4.5,0.01,FALSE,will-bernie-endorse-james-talarico-for-tx-sen-by-nov-2-2026-et,7096166888327966243811396544854606771946352128513885963401994819079689910004,46602177860594371790368647304895927569955807454104515886440302763404709997663,0x136a2773866c2d841b00652b7d99b026409c9a55db769c525ed450e04c653f23
"Will the total number of TSA passengers for November 23-30 be between 20,000,000 and 22,000,000?",Yes,No,0.03,5,1,1,0.98,1.03,83.71,0.01,50,0,6.06,4.29,3.04,2.43,40.64,40.64,0.6,0.63,0.62,4.5,0.01,TRUE,will-the-total-number-of-tsa-passengers-for-november-23-30-be-between-20000000-and-22000000,90393918675567233765018968155825982949469907707286254362965922546286587351768,64877614885752887742127379288901412633479711329004042324197771841111739752410,0x7712558c8445cb862f4b0c1bb982c95fb1a6f429234f192da3da5204574f3353
Will the Washington Wizards win more than 20.5 regular season games in 2025–26?,Yes,No,0.87,2,1,1,1,1,65.2,0.02,20,4.26,3.58,3.76,5.9,6.91,29.46,23.76,0.1,0.97,0.54,3.5,0.01,FALSE,will-the-washington-wizards-win-more-than-20pt5-regular-season-games-in-202526,16990497770123296214383425528742029096743966648717848821291168549992851732275,73217756714808266200998437066454704796487633920198756003790374815683461149522,0xeb01a364597656d3f4e40796fb38e16f4a3ed0336718e26568545f6d709925a7
Will One Battle After Another win Best Adapted Screenplay at the 98th Academy Awards?,Yes,No,0.16,2,1,1,1,1,62.89,0.02,50,0,0,6.09,8.92,8.68,26.77,18.79,0.41,0.57,0.49,4.5,0.01,TRUE,will-one-battle-after-another-win-best-adapted-screenplay-at-the-98th-academy-awards,83963743356282340391866461269114349488849967593251113708981902143987736617824,104660132830863447775660673982248983192856282090561822851803757848239105707978,0xa417870f2a38c6c97ea5283e6a1091dda0530e0e97f24467ad996f278dd60c0d
Will Cynthia Lummis attend Dick Cheney's funeral?,Yes,No,0.31,2,1,1,1,1,59.23,0.02,20,19.81,12.4,9.31,12.95,24.81,15.84,18.58,0.56,0.87,0.72,5.5,0.01,FALSE,will-cynthia-lummis-attend-dick-cheneys-funeral,83755793047376847727662441539631940087838763822145416173347056710185171169017,108985501286182409819476076978281975965380112848586754775240255102058510482903,0xf41148bfb8e5634ed3daa9e96b26c0dff3cc5f575ff4d693d20a1e16135d8b12
Will JD Vance attend Dick Cheney's funeral?,Yes,No,0.29,2,1,1,1,1,74.9,0.01,20,19.89,20.01,15.93,17.31,19.87,27.3,27.73,0.14,0.43,0.28,5.5,0.01,FALSE,will-jd-vance-attend-dick-cheneys-funeral,20933323419969300859921163483749863227555991295807810384281810082753365310927,79089472156601761042306331095954343458857534011698455942630499743446639393991,0x0f62322338f439503fe93abe2823375534704149866485d5c1e14c84b5ddeb25
Will Workday (WDAY) beat quarterly earnings?,Yes,No,0.02,5,1,1.02,0.82,1.23,11.04,0.09,50,0,0,0,1.55,1.1,1.17,8.77,0.91,0.93,0.92,4.5,0.01,FALSE,wday-quarterly-earnings-nongaap-eps-11-25-2025-2pt17,85501798453628359500390934694834956428678715480786037268496765838999101494551,1083700637387349005669247530504642224666956448371326214581920667454609135352,0x7a677d53c7b8fb14305f21faf9735b912e47655a15abc9db99f58db929103bbd
Will Jeremy Strong be nominated for Best Supporting Actor at the 98th Academy Awards?,Yes,No,0.29,2,1,1,1,1,116.87,0.01,100,15.49,19.79,42.91,44.95,44.44,33.9,34.25,0.04,0.33,0.18,4.5,0.01,FALSE,will-jeremy-strong-be-nominated-for-best-supporting-actor-at-the-98th-academy-awards,29691472981499846847120030881792126555022404948088562770982980181916327980430,45497848437848076695945445959224567527369819859928087541403177328680456443992,0x062682a3a041c5f1bc22b247556b2d421b3c54baead31d329017ed1f89bcb57d
Will Jeremy Allen White be nominated for Best Actor at the 98th Academy Awards?,Yes,No,0.34,2,1,1,1,1,114.7,0.01,100,26.21,15.13,50.97,43.06,43.81,35.17,29.25,0.07,0.41,0.24,4.5,0.01,FALSE,will-jeremy-allen-white-be-nominated-for-best-actor-at-the-98th-academy-awards,78864355500556305117040977065275847185583484600715579145125979567843038046786,49478993541500410866951113927358947669970569708982164039651306600877516862244,0x26d47b7182b80f24a41f485c57564a732df557ab3f9b5c491715dd57630f47fd
Will Russia recapture territory in Vilne by November 30?,Yes,No,0.02,5,1,1.04,0.75,1.34,41.4,0.02,100,60.01,38.72,28.94,20.84,15.78,11.21,14.97,0.07,0.09,0.08,4.5,0.01,FALSE,will-russia-recapture-territory-in-vilne-by-november-30,4438798035435803522948701903340495798056046279054535322618771688104826327573,53645043207177830380487144536984894285878022619428379144735590726612987883084,0x6dd6f3ea16148d27421060400dc35be7d70a6f6b131a46d5a2685fcffc53f044
Will One Battle After Another win Best Film Editing at the 98th Academy Awards?,Yes,No,0.12,2,1,1,1,1,29.16,0.03,50,0,0,11,11.04,9.9,10.56,7.42,0.46,0.58,0.52,4.5,0.01,TRUE,will-one-battle-after-another-win-best-film-editing-at-the-98th-academy-awards,22306682868303944173484873770984234420229562539372004895535746782527796204127,80917452128508419774668207685445879448193314156448770016569227650794272624376,0x5dfefabd924c443fa5f5279d62aade02993db7eacb7bbbc44e6d9fd536dfa596
Will Sinners win Best Film Editing at the 98th Academy Awards?,Yes,No,0.12,2,1,1,1,1,102.15,0.01,50,0,26.81,43.93,44.08,40.87,30.43,21.14,0.02,0.14,0.08,4.5,0.01,TRUE,will-sinners-win-best-film-editing-at-the-98th-academy-awards,89030206793563500904260609341730125141446058752638409438690179101657405162308,61521239802767536714300619467113884174956897443064371625090064498238633706721,0xab381b2d2ec1de40e35f2cf6beb6b46a183d360d46f2b587e8709bde3f1db7ed
Will Bernie endorse Kshama Sawant for WA-09 by Nov 2 2026 ET?,Yes,No,0.46,2,1,1,1,1,94.32,0.01,20,84.19,98.08,80.78,77.84,55.26,22.88,11.08,0.15,0.61,0.55,4.5,0.01,FALSE,will-bernie-endorse-kshama-sawant-for-wa-09-by-nov-2-2026-et,82924591030419390649945107956366329459342453014204495918712243498287775914589,71441578579527723840294651825922843760099816515895816768244443656762671705984,0xb44fe13de8e6e3f0e1232613dd9a79f0a898672a41d608a9cd57e340ba6e9185
Will 'Zootopia 2' have the third best domestic opening weekend in 2025?,Yes,No,0.13,2,1,1,1,1,78.6,0.01,100,0,0,0,0,0,45.35,23.75,0.11,0.24,0.18,3.5,0.01,TRUE,will-zootopia-2-have-the-third-best-domestic-opening-weekend-in-2025,57540524184075542351461820435788802609307257449939197084357103021566738088231,24811774409633467121479113989786188396229644661743334403971379778148406504366,0x7eefe6c65c6dc57ba9eca3c8828ea2714a3245048f3e6521601355f1bd743ef6
Will The Testament of Ann Lee be nominated for Best Picture at the 98th Academy Awards?,Yes,No,0.14,2,1,1,1,1,95.65,0.01,100,0,10.54,12.34,55.71,42.21,18.39,24.4,0.25,0.39,0.32,4.5,0.01,FALSE,will-the-testament-of-ann-lee-be-nominated-for-best-picture-at-the-98th-academy-awards,58501980724871804672168850930960726880880803811863641552422133632846555529702,24866854614118740281794674953544543272856620763127255959661237445456029207197,0xf8c522fbbec7e7a01d40bb179ac3401170dec03aafb466e979711c8888fb7973
Will Google Gemini be #1 Free App in the US Apple App Store on November 21?,Yes,No,0.049,10,1,1.02,0.81,1.23,113.35,0.01,20,62.63,52.6,48.69,39.59,34.09,39.63,39.63,0.075,0.124,0.1,4.5,0.001,TRUE,will-google-gemini-be-1-free-app-in-the-us-apple-app-store-on-november-21,22398850305536402800080817533420612164178997755555759078815464136139283379500,66650326808922763135924813160901824077974627189635116108287144656322703127753,0xef43fec2cc0db75bfb0ed763f545f4a04edce27a575816a9031c2603fc8c11a7
Will Mayhem (Lady Gaga) win Album of the Year at the 68th Annual GRAMMY Awards?,Yes,No,0.16,2,1,1,1,1,123.28,0.01,50,64.07,45.36,43.99,55.22,67.94,31.07,20.73,0.09,0.25,0.17,4.5,0.01,TRUE,will-mayhem-lady-gaga-win-album-of-the-year-at-the-68th-annual-grammy-awards,62902883309780443286840063012492009034576200654741548785975206500393200436633,92565337729056299750993910445050975303483876284444699901153280672031480212391,0x2ff6f6aadf0e268d0122c82b184fe405d94ca30b3fab4136b73b8de3a8410852
Will Gold Mansacks win the Orderly trading competition?,Yes,No,0.07,2,1,1,1,1,84.03,0.01,20,0,0,0,0,16.19,33.92,33.92,0.2,0.27,0.24,3.5,0.01,TRUE,will-gold-mansacks-win-the-orderly-trading-competition,50264603010239082094873248828696850492913839543183267521620207104099759741245,96037954688802524883997850678519979603421496284924935537470360411228405973374,0xc7515efb27697865cf29911937f8d61f5b10dbe59d0ec32eeb500fc231e1c349
Will Emma Stone be nominated for Best Actress at the 98th Academy Awards?,Yes,No,0.31,2,1,1,1,1,33.3,0.03,100,9.03,5.22,18.76,24.81,18.27,7.89,20.89,0.61,0.92,0.76,4.5,0.01,FALSE,will-emma-stone-be-nominated-for-best-actress-at-the-98th-academy-awards,52187206725310523051643071993219774348267802701576310048589275151196741279384,67652966877550910225628087451011296997468909205349272135825848580347126920027,0xad7bd3b4f8e7d664fdb51f5ee6b244c883e458f26bec446516f550875c0d8494
Will the Miami Heat win more than 37.5 regular season games in 2025–26?,Yes,No,0.13,2,1,1,1,1,114.32,0.01,20,0,0,0,0,0,66.96,34.49,0.83,0.96,0.9,3.5,0.01,FALSE,will-the-miami-heat-win-more-than-37pt5-regular-season-games-in-202526,62101591313864652926751671689728049144366439953358515310288120869112688700122,84700136924306578701664377814285437326568252147690002625267957731989358375252,0x00ebd7bb628c80b9e8121d1d549d4ea28590cabd2b9c490bd47308c9625834d2
Timothée Chalamet and Kylie Jenner engaged in 2025?,Yes,No,0.18,2,1,1,1,1,297.34,0,100,308.06,263.23,204.73,154.88,139.17,91.08,45.97,0.05,0.23,0.36,3.5,0.01,FALSE,timothe-chalame-and-kylie-jenner-engaged-in-2025,106858274808699958047718052134863595727143450850086982860231443345314462228881,103186687420062022338256202904161896737456464278158363319855226630982799696488,0x4b56a82b5f168f7d72a93139f43fe5c6b7cb3ec140c914b272029d78136421b4
Will Savannah Louie win Survivor season 49?,Yes,No,0.05,3,1,1,1,1.01,27.88,0.04,100,0,0,0,0,0.67,14.17,9.66,0.71,0.76,0.74,3.5,0.01,TRUE,will-savannah-louie-win-survivor-season-49,38323309438966602709245495143226336159927874792414821267833873432968544914326,49728924722180795686571164675513895096371573952779835693702194630743909078668,0xb85b0091c8839bc4d4fbd6401f044474d73235ac81d84cb117a2c6f009e11da3
Will the Utah Jazz win more than 18.5 regular season games in 2025–26?,Yes,No,0.1,2,1,1,1,1,34.15,0.03,20,6.26,5.82,4.79,4.11,4.39,14.76,13.91,0.87,0.97,0.92,3.5,0.01,FALSE,will-the-utah-jazz-win-more-than-18pt5-regular-season-games-in-202526,39395529297698917675009352517944050341840152748650285196713928386705210026353,42810332781475727023188302027118381726727402248797804720307477946891745788752,0x0d7df3b86a30d9333c5b7c69b70441c7a46e94e10aeb6a1a853bf09e8a64be5f
Will the Toronto Raptors win more than 39.5 regular season games in 2025–26?,Yes,No,0.61,2,1,1,1,1,34.36,0.03,20,0,0,0,0,0.97,17.74,21.7,0.21,0.82,0.52,3.5,0.01,FALSE,will-the-toronto-raptors-win-more-than-39pt5-regular-season-games-in-202526,38980780963608882083402002098479540970557698155480534769301714340678196663754,34844796209594612961749170779294918340607709602237062061724117193503633830295,0xac45dc9ccd8036b9d89db3332fdfdc869228ec78abff8c5d6f977b14fc4bb0c8
Will Wicked: For Good win Best Production Design at the 98th Academy Awards?,Yes,No,0.16,2,1,1,1,1,42.7,0.02,50,12.2,10.15,12.53,28.18,22.31,9.05,11.8,0.2,0.36,0.28,4.5,0.01,TRUE,will-wicked-for-good-win-best-production-design-at-the-98th-academy-awards,24525352592554225081724464611987659039984634248487119620480937338860382390847,83586321227543648373542145857654825330590508916730132925932754015677934810815,0x9ce42eeff7e99c45f91d6f797656f3cb6855215af4190ce45dd8b5de662c958e
Nothing Ever Happens:  Jerome Powell Edition,Yes,No,0.08,2,1,1,1,1,50.66,0.02,50,0,9.53,6.83,4.86,5.54,22.95,19.63,0.24,0.32,0.28,4.5,0.01,FALSE,nothing-ever-happens-jerome-powell-edition,5407208651461870135406064789279830422917669359291989055834275898600066736165,109649696810875390813216969200354645039173932620211335725503485746167742768824,0xa377950920e161c15d8b96206848ebe676568380524ce9f8fddefaed00a8a868
Will the Milwaukee Bucks win more than 43.5 regular season games in 2025–26?,Yes,No,0.45,2,1,1,1,1,51.91,0.02,20,0,0,0,0,24.13,15.79,11.14,0.12,0.57,0.34,3.5,0.01,FALSE,will-the-milwaukee-bucks-win-more-than-43pt5-regular-season-games-in-202526,27633405351715631893308387458467371665338010624176449667159642469597696789889,103746652107616877787770286245249387098285866756730332877898233238546025540766,0xd9d5cca4322d48749ece2a72bb39b854f932b6b236e0b2f34a31bc8e8975185b
Will Frankenstein be nominated for Best Picture at the 98th Academy Awards?,Yes,No,0.08,2,1,1,1,1,18.21,0.05,100,0,0,4.34,3.99,5.36,4.91,17.4,0.74,0.82,0.78,4.5,0.01,FALSE,will-frankenstein-be-nominated-for-best-picture-at-the-98th-academy-awards,36852205076021802880992220150026365273038233694349126365948855783682145152974,16907416273153555049870845409597711696838466453350945610501441609628956020064,0x22ebefd1cba27c5419e6a15cfb72e9d1fc603f4e46b1dfcb55d1f72df3ab8e18
Will the Phoenix Suns win more than 30.5 regular season games in 2025–26?,Yes,No,0.42,2,1,1,1,1,48.69,0.02,20,0,0,51.53,36.44,25.76,9.97,14.99,0.48,0.9,0.69,3.5,0.01,FALSE,will-the-phoenix-suns-win-more-than-30pt5-regular-season-games-in-202526,110601201480666470589795826563094217158385338988399254042624812360560536601423,57332472107727037107221433043575961972064726765983596774894286372559292606553,0xddf9828c791bb39ed1ba212da04fc2ee3f275dd8be22f334b030cc0f021ba9d5
Will Hamnet win Best Adapted Screenplay at the 98th Academy Awards?,Yes,No,0.12,2,1,1,1,1,48.35,0.02,50,0,22.68,18.62,15.87,19.75,15.44,9.01,0.28,0.4,0.34,4.5,0.01,TRUE,will-hamnet-win-best-adapted-screenplay-at-the-98th-academy-awards,90266347538433283451295459082021157101011425310402940654037882288292801546430,51793316381296828876820052944578104558763122980718544282912427845289920687340,0x7d13a589a7b17a851968554a022b2a9ff8075d27f7016d1d39855dd6391926c5
Will Nina Gold (Hamnet) be nominated for Achievement in Casting at the 98th Academy Awards?,Yes,No,0.39,2,1,1,1,1,22.51,0.04,50,5.3,3.11,11.05,9.31,9.86,6.8,4.28,0.59,0.98,0.79,4.5,0.01,FALSE,will-nina-gold-hamnet-be-nominated-for-achievement-in-casting-at-the-98th-academy-awards,4539718807464363578229362649372562612110241470412255648398935838727984612816,16863383597799715818413342993706372014740684684346714675123064372739355660222,0x8863904b8c4f322839aef5095199f21a9c2efc6ecdee8b2bb5aa8efe241d7fd7
Will Kamala Harris attend Dick Cheney's funeral?,Yes,No,0.19,2,1,1,1,1,27.03,0.04,20,0,12,8.54,6.38,4.95,3.37,18.71,0.75,0.94,0.84,5.5,0.01,FALSE,will-kamala-harris-attend-dick-cheneys-funeral,25248120749557056071533583026653339013525711102854168549835751165077266176991,2558851594550619453413474620391929327904237191867058617057025523249763479822,0x0335c2b34418ab157a24883fa1b3db4d3ff99f7bb1327b1ae5c739e3d1d14986
Will the Portland Trail Blazers win more than 35.5 regular season games in 2025–26?,Yes,No,0.29,2,1,1,1,1,19.62,0.05,20,2.83,5.25,4.31,3.62,3.4,5.58,15.26,0.66,0.95,0.81,3.5,0.01,FALSE,will-the-portland-trail-blazers-win-more-than-35pt5-regular-season-games-in-202526,39748128342675163135906114208808206946693052021017974448999368487109230587260,88860019482198802455002529952385683745888609167095614783956811608174318863074,0x056d6183aaa7ca2e421ff219f5585293109375de478d216f84b57f78af5bd17b
Will MrBeast hit 460 Million subscribers by December 31?,Yes,No,0.03,5,1,1.01,0.91,1.1,22.18,0.05,50,0,0,0,0,3.23,10.62,11.87,0.28,0.31,0.3,4.5,0.01,FALSE,will-mrbeast-hit-460-million-subscribers-by-december-31,93493739090738462294370523758466731232181242154221237346906882093387430677413,64380005152005464511252523415774466991237593522107676746882361664549850377330,0xee8e84e241892e579a9b941168a107eccb9340ed5fb5e8b053ea007e1f952574
Will the New Orleans Pelicans win more than 30.5 regular season games in 2025–26?,Yes,No,0.48,2,1,1,1,1,33.61,0.03,20,7.01,4.25,10.15,8.21,8.26,6.25,18.58,0.08,0.56,0.32,3.5,0.01,FALSE,will-the-new-orleans-pelicans-win-more-than-30pt5-regular-season-games-in-202526,88382832451730499343351682479138837158856213139565409505599177285377667105508,108050842393607768254525778526703752914345970348559962182521086745732737182276,0x35d4c895922c49d59ea09eedf6bbf2e7dc52c363225e6ce5b6a6489e9ce10965
Will the Oklahoma City Thunder win more than 62.5 regular season games in 2025–26?,Yes,No,0.23,2,1,1,1,1,30.2,0.03,20,0,2.29,3.4,3.31,3.31,11.2,13.33,0.7,0.93,0.82,3.5,0.01,FALSE,will-the-oklahoma-city-thunder-win-more-than-62pt5-regular-season-games-in-202526,115438569300745126830896227920706975752955333731563718416818178353024166941178,17658949211157250607268699050531601652741715442079806859548655221622814208762,0x6dc1e9fe0c0f174db580a64b1cc78d4752fcf6c130bbbd84fc1020710f082b7b
"Will the total number of TSA passengers for November 23-30 be between 18,000,000 and 20,000,000?",Yes,No,0.03,5,1,1.01,1.13,0.89,43.91,0.02,50,0,0,0,3.78,3.45,20.23,20.23,0.3,0.33,0.32,4.5,0.01,TRUE,will-the-total-number-of-tsa-passengers-for-november-23-30-be-between-18000000-and-20000000,51792343117168388358703486974500154559301244619143989523688767780595562383390,97898175200611514658874411212461825648712843938684580487029016623111690514744,0xcf050fed4cacb12f1ac179b521641ee9e915a8ecd057bb997f86243d9440b22d
Will the Orlando Magic win more than 51.5 regular season games in 2025–26?,Yes,No,0.44,2,1,1,1,1,44.47,0.02,20,0,8.92,6.39,4.55,3.97,23.08,15.98,0.08,0.52,0.3,3.5,0.01,FALSE,will-the-orlando-magic-win-more-than-51pt5-regular-season-games-in-202526,6205912255128389353840987872346677279914497467188318632193099877226031013521,106017376028485715205403461134179868024479440543873963275997980888447762462655,0xa67d40132e89f2a55e8947c43dc68a11b32b3b2152aae1012bcfec8543dea8fb
Will the Philadelphia 76ers win more than 43.5 regular season games in 2025–26?,Yes,No,0.71,2,1,1,1,1,17.56,0.06,20,0,0,0,0,0,6.26,10.97,0.16,0.87,0.52,3.5,0.01,FALSE,will-the-philadelphia-76ers-win-more-than-43pt5-regular-season-games-in-202526,15923999158378185020117092167220663014663876482693089294541174829017014291314,84238771653970704310005832441438569661565260405783332428730655467326522041736,0xa239265129652fda4924b6784d7d2523217ee288b9ed448a019deba95c64cce8
